numero_cartao,validade,limite,data_abertura,id_conta
3494 865168 23557,2030-09-28,32028.648580144432,2022-09-28,24156057-X
5579 4637 0244 0744,2027-09-10,44740.890397342795,2019-09-10,21967594-4
4518 0707 3984 5402,2030-03-25,31118.93440761653,2022-03-25,03481253-3
2504 4730 1879 1984,2030-12-26,5399.366430032329,2022-12-26,42446148-6
5127 5591 3605 5011,2029-01-22,10472.854020236733,2021-01-22,16026006-4
2616 0295 2661 7619,2028-10-18,35825.95078687649,2020-10-18,33938184-7
2525 7548 9355 3812,2030-02-19,7200.813765056651,2022-02-19,91450103-8
4585 9770 7743 9416,2027-12-09,40149.98840532925,2019-12-09,97261422-6
4030 3470 7231 8430,2027-09-04,23178.518139376614,2019-09-04,84531673-3
4049 3583 0784 3422,2030-01-25,40302.24496605108,2022-01-25,39321629-X
5550 5723 4143 5346,2027-11-06,6732.312471109987,2019-11-06,68042266-8
2714 6719 6572 5865,2027-05-11,15291.816901021732,2019-05-11,54768097-X
5123 9935 5007 2380,2027-06-04,16150.625764062834,2019-06-04,92574521-X
4813 6894 1184 8681,2028-07-19,9742.06613609025,2020-07-19,59673739-5
2252 3932 7492 9132,2027-02-17,21400.034578254177,2019-02-17,06186745-3
3781 072043 45497,2027-02-11,32431.387113649078,2019-02-11,71166302-3
4274 7239 5095 5938,2028-10-05,27227.066518781598,2020-10-05,78775724-1
2618 2598 8993 5898,2027-03-05,37113.6267278824,2019-03-05,45375449-X
5252 3988 9479 4033,2028-11-05,7683.489155434139,2020-11-05,38182186-3
5167 7337 8070 0971,2030-12-10,48626.467710176934,2022-12-10,36464624-X
5353 4943 4625 0621,2028-06-22,13780.199687144963,2020-06-22,59635133-X
4316 1686 2503 4042,2030-01-03,10721.027564508395,2022-01-03,59197352-X
4596 0980 4036 8132,2027-07-09,43117.60440147013,2019-07-09,88171067-5
3728 697522 78588,2030-08-02,48287.12333507464,2022-08-02,65363558-X
5491 0902 9374 6166,2027-12-04,35733.48176849405,2019-12-04,87591360-7
4363 8219 4835 8314,2029-06-07,49325.657473482934,2021-06-07,05406160-6
3474 962068 57668,2030-02-05,37322.63184060204,2022-02-05,97754009-X
3726 903204 64355,2028-04-19,37923.63057291993,2020-04-19,16894687-5
3748 664294 42637,2027-04-28,15069.818527862919,2019-04-28,04649655-7
3483 734052 74210,2027-12-26,43771.230404654816,2019-12-26,35805467-5
3474 099488 26206,2027-11-11,47516.50618557644,2019-11-11,03651500-2
3709 411856 57944,2028-03-22,30275.369448291032,2020-03-22,24122605-6
3798 712651 90329,2029-01-23,36173.714163619356,2021-01-23,41745993-2
2270 5847 5080 0809,2030-09-25,26956.666508381633,2022-09-25,64029025-7
4798 7121 7065 3909,2027-07-14,40713.58638951702,2019-07-14,73600623-5
5298 9968 9561 0250,2030-12-08,31644.683072796946,2022-12-08,98069873-7
5198 4702 7711 4266,2030-05-06,11565.024226834903,2022-05-06,65996610-2
3486 793365 28858,2030-01-05,42271.24023964518,2022-01-05,32362943-4
4109 8339 4087 3421,2029-08-02,39176.65645557758,2021-08-02,73046399-X
4173 8249 1118 2778,2030-06-18,27702.16332852308,2022-06-18,72308228-4
5491 2620 4124 2927,2027-07-01,43617.545232046985,2019-07-01,97924393-X
3758 262066 63952,2030-07-22,15043.95143215492,2022-07-22,15229566-1
4050 0645 8328 4846,2028-03-16,27860.607963712562,2020-03-16,64594553-X
3757 505087 57199,2027-01-05,45352.666149818,2019-01-05,31420192-6
2239 9665 4321 4309,2030-07-16,11500.563212283441,2022-07-16,88971334-4
4729 6215 6146 5605,2029-12-06,13408.102111578059,2021-12-06,39654892-X
3783 774330 37690,2027-06-30,35109.532000513915,2019-06-30,64880951-X
4922 8941 1532 6293,2029-12-07,9493.877775757035,2021-12-07,38774819-1
4838 2837 7648 5056,2028-06-01,40187.422216973115,2020-06-01,56511618-6
2226 7341 8397 4482,2029-01-13,12557.301445247924,2021-01-13,29324383-8
2227 9088 7609 0637,2030-08-07,7446.235616054395,2022-08-07,59764366-X
2657 7885 9664 2217,2028-02-07,32837.62388349347,2020-02-07,26964494-6
3748 594449 48399,2029-03-04,21410.92935805206,2021-03-04,47769201-1
2440 3149 3161 5495,2030-01-17,29242.026761714427,2022-01-17,58561016-4
4182 9126 1977 0702,2030-04-09,13787.280791797304,2022-04-09,45207026-3
4976 2718 6395 9457,2027-10-01,17229.09008216848,2019-10-01,31248070-1
2331 7201 4078 4637,2029-02-18,42134.556707586664,2021-02-18,83536334-X
2651 5283 6610 5276,2027-03-02,14673.888999938177,2019-03-02,04962056-4
3405 521180 51308,2027-04-01,15220.595994616075,2019-04-01,91873853-6
3751 221314 85483,2027-05-27,37056.61122625388,2019-05-27,80492339-5
3795 016538 98247,2030-07-12,1133.6755257160337,2022-07-12,87380611-8
4821 7151 5388 9185,2027-03-10,35417.200423125134,2019-03-10,06710677-8
4376 7485 4487 3799,2030-03-14,15113.923892780174,2022-03-14,54613639-3
4768 1234 4027 8079,2030-03-08,13711.114464482836,2022-03-08,21621590-3
2587 1185 4882 4199,2028-03-29,24713.375635560926,2020-03-29,29388237-2
3460 197154 89251,2030-07-09,4952.416763668088,2022-07-09,05528912-4
5476 4945 3685 7948,2028-01-30,4448.857294160865,2020-01-30,78755984-2
3476 225505 72732,2029-07-05,41506.956826510504,2021-07-05,25726305-X
4510 3059 3613 2008,2027-04-30,37915.09944969599,2019-04-30,95228834-X
2239 6513 8859 8442,2027-05-01,32715.439663288864,2019-05-01,95745701-5
5396 7680 4694 5096,2028-02-14,43143.33235073705,2020-02-14,67028143-2
3788 082202 29587,2028-10-07,5803.457453029078,2020-10-07,13158262-7
3756 052017 20714,2030-12-12,42736.30189350567,2022-12-12,95988845-8
4772 8010 0499 2151,2027-12-16,17904.194869082658,2019-12-16,33811895-5
3481 348442 13494,2028-04-24,30063.551022949126,2020-04-24,23083134-X
2668 5465 4927 3663,2030-10-18,36643.13492022257,2022-10-18,22486435-8
4569 1581 8163 3612,2027-07-09,34562.997416799946,2019-07-09,10322212-X
4244 0574 1189 0955,2030-01-19,24323.346312946516,2022-01-19,27652779-8
4519 6999 1587 9683,2029-03-29,28435.587681729965,2021-03-29,31510790-3
3783 605550 97353,2029-05-04,14749.848683025022,2021-05-04,75874649-7
3727 930097 41273,2027-12-08,49672.0975154866,2019-12-08,41241643-1
4043 8942 5113 0768,2030-08-23,41049.532598984886,2022-08-23,73801217-9
3460 868240 83218,2028-12-29,41824.16565873923,2020-12-29,85158569-1
3408 788915 54451,2029-12-19,28462.287393906125,2021-12-19,85081647-7
4297 5441 4947 7326,2030-11-07,7515.1826450338185,2022-11-07,03894649-4
4351 6665 2814 7924,2027-06-16,34256.80578657706,2019-06-16,31527957-7
2504 2871 6096 7345,2028-02-17,14856.094459663022,2020-02-17,28277564-X
3732 736102 68957,2030-03-13,32694.03179531602,2022-03-13,00541320-3
2261 6773 9812 2296,2030-06-19,36337.07391798941,2022-06-19,20540898-1
3743 376828 50627,2028-04-10,13634.82373163995,2020-04-10,68373692-6
3495 761907 23519,2027-05-11,7080.084261831627,2019-05-11,85128895-X
4224 8917 3198 6760,2028-09-09,19841.351973017223,2020-09-09,99267859-6
3770 303122 26402,2029-06-07,24581.74230845233,2021-06-07,11943912-X
4166 6688 5615 2638,2028-12-31,18328.600165627493,2020-12-31,88971334-4
2378 4100 0936 8359,2027-07-21,23427.833361816356,2019-07-21,18478897-X
4697 1125 2675 0040,2027-12-24,32693.975319861067,2019-12-24,39905803-3
2706 3820 7504 7162,2029-01-20,20497.625575096667,2021-01-20,75513601-7
4714 7465 0104 7895,2030-10-18,24078.669292084593,2022-10-18,10604279-9
2545 3126 4895 2957,2028-03-07,10902.319945907002,2020-03-07,90279110-9
3764 983525 59555,2028-07-29,9913.836700264666,2020-07-29,16894687-5
3783 046289 44423,2028-12-09,44965.88408520006,2020-12-09,91202620-6
4749 9032 8884 5327,2028-08-25,34081.02570438964,2020-08-25,83536334-X
3478 824888 27810,2028-08-14,4941.103029908357,2020-08-14,11401107-3
2640 6021 7664 3802,2029-06-13,4527.135400535892,2021-06-13,66249725-X
4647 8810 6795 1651,2028-07-07,46154.9457831247,2020-07-07,17354672-X
4377 7679 8820 7891,2028-06-26,40994.92769819516,2020-06-26,24675578-6
5575 1644 8044 0377,2028-02-24,22825.220193205776,2020-02-24,32897627-6
2556 5908 1495 0584,2028-09-15,20123.665844935564,2020-09-15,41271829-8
4147 5964 7530 1506,2030-12-24,21778.222734791154,2022-12-24,23138892-1
5495 6358 1369 5453,2027-10-01,35415.88454205561,2019-10-01,08465552-X
4231 9620 1884 7099,2027-05-09,6798.548374607533,2019-05-09,68023811-9
4809 5790 6439 9056,2029-11-07,22787.746367304957,2021-11-07,98397996-5
4718 5511 4070 0953,2030-02-25,15924.524220008967,2022-02-25,03894649-4
2434 2165 0854 6359,2029-05-31,27850.30995758537,2021-05-31,45375449-X
4318 9284 7822 7565,2030-08-27,15125.34870572172,2022-08-27,55459441-3
2438 8980 6783 2852,2028-03-29,48118.29612866485,2020-03-29,77211573-6
3438 568357 23991,2030-06-03,21385.05866373842,2022-06-03,32424804-5
5587 2057 2113 3598,2027-10-14,46573.82156300897,2019-10-14,65363558-X
4536 5851 5528 0857,2027-08-28,22483.662397587857,2019-08-28,46234134-5
3435 201008 72715,2028-04-01,35811.94768702833,2020-04-01,46053176-4
4527 0775 8622 9084,2028-10-27,25078.930873506477,2020-10-27,15710268-X
4044 9960 7992 1804,2027-08-25,41290.9406811696,2019-08-25,68278531-9
2251 2862 0406 6234,2030-11-13,36083.34276134175,2022-11-13,78073482-7
2443 2600 4242 3401,2028-05-18,23705.045232028948,2020-05-18,22960858-9
4576 0407 1389 3578,2027-06-01,34519.09062219933,2019-06-01,83824123-2
4227 2197 8044 8721,2030-06-23,32407.117562130446,2022-06-23,72780553-3
4713 2023 9577 3965,2027-09-28,23248.99064465346,2019-09-28,51056036-3
4528 9381 8540 7067,2028-01-07,43570.69625629051,2020-01-07,92048144-4
4289 4939 4675 7474,2029-01-09,15508.274318863341,2021-01-09,07480852-8
2697 7111 2792 4492,2027-04-19,49001.35710662072,2019-04-19,24857166-7
5392 0707 4445 1251,2030-07-26,34415.120910409234,2022-07-26,92574521-X
2425 1127 7606 7783,2029-04-25,19319.834822578076,2021-04-25,15204169-7
5566 5691 7997 7318,2030-01-27,35920.02277479451,2022-01-27,19962103-2
4636 6183 3961 1892,2027-09-15,16752.21994606225,2019-09-15,31726067-4
3476 698299 10334,2030-05-12,22458.329479861928,2022-05-12,86177399-7
3760 930216 15951,2029-02-08,14334.214773500786,2021-02-08,91653923-5
3722 698358 89206,2027-02-16,41418.766199507256,2019-02-16,48627909-8
4632 0558 0104 9711,2029-08-15,16520.63567284021,2021-08-15,69422918-X
3428 675892 89163,2030-06-06,5940.8867540249585,2022-06-06,84201182-3
4310 8266 8422 3444,2029-10-19,43362.79647780678,2021-10-19,65094349-9
5539 8156 2035 1114,2030-09-06,18302.849736443568,2022-09-06,32787470-5
4179 5914 9260 7929,2029-09-05,17739.021326858525,2021-09-05,93040280-3
4665 5244 7851 4851,2030-06-19,3759.6882306144626,2022-06-19,46273652-X
3735 844335 33678,2027-11-27,46464.0705166225,2019-11-27,38774819-1
2373 7804 9972 4344,2027-11-25,46470.82158062866,2019-11-25,10788373-3
3447 133815 43639,2028-02-14,32991.12787590687,2020-02-14,59079042-1
4530 1148 8199 9148,2027-11-24,3007.9466047829487,2019-11-24,46365481-3
4294 3675 0508 9722,2030-01-19,11273.79424031411,2022-01-19,25263605-9
5310 4092 9739 4105,2030-01-09,29821.48860678106,2022-01-09,44937473-X
4538 6748 0381 3653,2028-11-04,35647.34920422645,2020-11-04,50871404-9
4637 7379 2532 2760,2030-02-07,35610.466190902065,2022-02-07,19513945-3
3431 118977 24259,2028-03-14,7888.443965947747,2020-03-14,43560965-5
4349 3688 5571 7479,2029-11-12,28207.96753612366,2021-11-12,33164708-4
5227 9427 3178 0093,2030-05-28,42623.03158202844,2022-05-28,66017041-1
4115 3377 9366 0655,2029-04-07,48690.78866703155,2021-04-07,12738549-7
4594 7956 9653 2398,2030-08-19,13052.818377706355,2022-08-19,75805439-X
2638 7083 1932 6637,2027-06-28,26524.264373641632,2019-06-28,86249643-2
3790 956667 73570,2028-11-25,13421.753353596143,2020-11-25,67493399-7
5199 8659 4758 2124,2027-05-31,34209.98207221416,2019-05-31,14288300-3
5457 9853 5673 8814,2027-07-31,34133.494392217144,2019-07-31,90881162-X
2355 7349 8727 5683,2030-03-05,25180.692189315687,2022-03-05,73238646-7
3703 040954 87573,2027-08-23,20692.273148995242,2019-08-23,90866533-9
4040 7050 4758 6019,2030-02-08,44578.900347197974,2022-02-08,79320745-3
3732 272959 26776,2029-07-30,13048.541808773241,2021-07-30,91231830-5
2572 7043 4019 9976,2028-12-20,43447.34985862914,2020-12-20,25263605-9
3481 777087 14255,2030-03-12,30728.327552315615,2022-03-12,59508202-2
4463 9382 5727 3444,2028-05-16,3471.8716715683904,2020-05-16,74502690-6
5554 7493 9211 2349,2027-02-18,26606.05065179516,2019-02-18,67629913-4
3448 022600 67404,2030-05-30,1828.054359464822,2022-05-30,68717509-4
5160 3649 6629 0269,2027-07-18,2680.0575969721085,2019-07-18,69985164-3
3435 246668 55304,2029-03-22,18405.11511617184,2021-03-22,53408203-1
4544 0724 8285 0959,2028-11-13,15349.250258854507,2020-11-13,74638345-9
4701 0925 3374 9777,2028-06-05,11827.408664912593,2020-06-05,72804095-X
3490 811358 35957,2029-12-02,8386.321621679197,2021-12-02,30230037-9
5453 6867 2887 3271,2027-10-16,22676.026024267612,2019-10-16,53915897-1
4553 7903 5000 3728,2029-02-14,15733.002879159962,2021-02-14,12738263-4
4108 0229 1886 3462,2029-12-01,41944.79402402443,2021-12-01,03499509-7
5115 7690 5254 9293,2029-07-01,37644.68698967587,2021-07-01,90617202-5
4735 2309 4987 9768,2030-10-02,38824.16684779159,2022-10-02,80360043-X
3747 177494 34178,2029-07-10,3087.7455087404414,2021-07-10,29163023-3
4013 6398 6897 5832,2030-07-26,2663.775937180274,2022-07-26,86673405-7
3753 445469 74345,2028-05-09,44798.93840685169,2020-05-09,83536334-X
5208 3881 4862 0717,2030-05-26,3577.245137275279,2022-05-26,07937041-2
5222 0854 7038 4126,2030-07-20,43539.12096747921,2022-07-20,91202620-6
5300 6350 3980 2250,2028-03-02,37685.49092191015,2020-03-02,91222813-7
2480 5956 2299 1234,2029-09-23,38483.98447288012,2021-09-23,74940797-1
4152 1237 5606 5700,2027-06-01,28073.510917309413,2019-06-01,52177806-1
3760 209820 54086,2030-08-20,44163.86350372422,2022-08-20,60475061-9
4016 9709 0115 2072,2028-04-22,34531.688062288296,2020-04-22,89720924-X
3410 868430 72676,2029-09-18,2325.7777753413966,2021-09-18,55746902-5
4810 0269 6350 2205,2029-11-03,27744.93275127573,2021-11-03,10384911-5
5168 9066 6718 7517,2027-02-26,22852.619171546743,2019-02-26,70369305-6
2653 1823 6953 7560,2027-10-14,7099.435521217885,2019-10-14,29792027-5
3460 288446 46350,2029-10-23,7822.831244633214,2021-10-23,92602564-8
3474 548447 82939,2028-11-23,33215.68026516481,2020-11-23,66504256-8
4526 9502 4777 0897,2027-12-27,32736.633261638643,2019-12-27,41418770-4
3412 568879 33519,2029-10-08,33096.551845579765,2021-10-08,39738364-4
2613 3142 0357 3902,2030-01-08,23318.17883404956,2022-01-08,15434725-2
4409 4302 4617 9657,2028-03-04,34102.364879482266,2020-03-04,25972144-8
4915 1622 3850 3050,2027-12-16,33723.29254760126,2019-12-16,28628820-1
3432 036401 53546,2029-02-08,31738.84625367815,2021-02-08,52703489-5
4221 9040 2363 2449,2028-04-07,9574.964394729297,2020-04-07,35036352-5
3786 581703 96559,2029-10-19,14815.729302072265,2021-10-19,71450253-5
4143 6524 9693 1088,2029-03-12,26496.284167284688,2021-03-12,06620150-2
3445 657011 30434,2027-07-19,38548.30240270417,2019-07-19,90426242-9
4809 8711 0643 1348,2029-04-29,44037.7735655475,2021-04-29,41271438-X
2707 8230 4337 1563,2028-04-17,42447.419678962724,2020-04-17,03412980-5
3463 170394 40947,2029-05-16,3220.3547725197113,2021-05-16,80588105-X
4440 1545 9915 7257,2027-05-16,45697.83543444639,2019-05-16,54197564-X
4045 5500 1147 0252,2030-06-19,47627.29977364881,2022-06-19,33811895-5
4761 8679 0274 2967,2027-04-16,9497.605205971648,2019-04-16,73623139-8
2694 6619 6630 8740,2028-05-20,13123.766173449781,2020-05-20,09808533-1
4798 0109 5858 5132,2027-09-14,14606.646721229301,2019-09-14,72249798-3
5327 7840 8144 9807,2030-06-19,18456.84860820991,2022-06-19,17123049-5
2404 3336 2941 4684,2029-04-07,46938.48896782664,2021-04-07,93514543-8
2676 5572 0861 0186,2029-06-08,11927.727230471117,2021-06-08,77806761-2
2235 5228 7788 8582,2027-12-18,36866.24896395565,2019-12-18,23083134-X
3494 446758 87285,2028-11-02,23907.330098673585,2020-11-02,14859157-9
4034 9467 0124 4309,2028-04-06,9422.757078209659,2020-04-06,93517467-2
4909 8067 6964 9918,2029-02-02,1189.6371134307487,2021-02-02,53689766-7
2636 7955 5110 4444,2028-03-12,28699.613999025903,2020-03-12,49330320-X
4766 4604 3210 2194,2027-11-29,1851.7358131138515,2019-11-29,72346270-2
4025 0624 1917 6303,2030-09-11,19949.077810947292,2022-09-11,40875903-1
3708 437906 12902,2029-12-16,8992.892401464997,2021-12-16,86734241-X
3782 194488 21843,2027-02-28,6393.952984588544,2019-02-28,86019356-5
2237 3534 2295 9662,2029-02-21,21164.92730631634,2021-02-21,30230037-9
4576 9143 9064 8523,2027-01-12,35743.13559517647,2019-01-12,39213850-2
4516 8186 0606 5419,2029-02-21,7610.765785268156,2021-02-21,35697029-X
3453 411596 45193,2027-05-24,23612.522616415325,2019-05-24,62381363-4
3490 197805 36694,2030-04-11,31864.698624858225,2022-04-11,48288370-9
3786 799943 95940,2030-07-16,2802.852495755419,2022-07-16,06468655-9
4378 3263 1355 6461,2028-08-28,3443.347201173362,2020-08-28,90280238-4
2521 6124 6254 0152,2028-06-12,14691.893594413632,2020-06-12,35031375-5
4215 3264 7492 9736,2028-10-26,36825.41268302158,2020-10-26,83195504-X
4924 9047 4517 7897,2028-08-25,21326.12778744009,2020-08-25,71683853-X
5468 7452 4268 6933,2030-10-20,23392.60238632556,2022-10-20,11251778-4
2350 3307 2347 9971,2027-12-27,7239.8026153672945,2019-12-27,03481253-3
4969 6006 2893 7771,2028-07-22,11240.008960259382,2020-07-22,99840904-4
2481 7223 2390 4790,2028-06-15,27278.56315727513,2020-06-15,19513945-3
4537 9316 0864 1593,2030-05-22,20663.350250208015,2022-05-22,36410393-9
4334 7161 0808 0524,2029-11-06,30779.919806534235,2021-11-06,34462198-3
3437 881955 81141,2030-12-20,7892.497091561708,2022-12-20,44874987-9
5299 7915 9209 4711,2029-10-02,25657.15671052894,2021-10-02,09181758-7
4000 5935 2586 7251,2029-05-06,48089.39838421256,2021-05-06,57247973-6
4078 8836 7614 9725,2030-12-26,22245.005424163075,2022-12-26,83794677-9
4351 7874 2125 8822,2029-10-20,28969.30969577997,2021-10-20,65305048-2
4729 0697 7005 0398,2028-03-01,40944.90329159251,2020-03-01,12856878-8
4197 3377 2105 4816,2029-07-18,44060.74416579825,2021-07-18,11125035-9
3717 749072 84922,2028-10-13,48833.08999459956,2020-10-13,65310390-5
3416 468994 68985,2028-08-08,17931.694674144866,2020-08-08,58906992-3
5215 2416 2062 9923,2028-09-14,38507.26728385327,2020-09-14,39935707-4
4950 4148 3585 5524,2027-03-04,36728.81816781418,2019-03-04,70928960-X
3407 831918 66599,2030-04-13,14723.877946662273,2022-04-13,41783300-3
3469 500122 39355,2029-02-07,17870.860631160514,2021-02-07,83570707-3
4365 5792 1223 1298,2027-05-22,44907.058940110015,2019-05-22,83626695-8
5217 1506 2575 1921,2027-10-02,33626.26452357473,2019-10-02,90208270-7
2349 7548 2983 2508,2029-10-01,42579.70649802673,2021-10-01,82079252-X
5195 3465 3853 8019,2027-02-13,27636.563931763267,2019-02-13,72160544-9
5251 5963 8836 6124,2029-09-19,42393.019305074704,2021-09-19,40757235-6
4570 1881 7805 9635,2029-09-02,3512.9979495005123,2021-09-02,22960858-9
4042 4662 5496 2421,2029-03-16,45017.58840571368,2021-03-16,96833009-5
4388 2348 3523 4815,2030-09-12,48070.95714736489,2022-09-12,81638821-3
3714 494565 40673,2028-11-18,23758.130601489458,2020-11-18,58501725-6
3460 389532 89967,2028-04-17,48171.856765374134,2020-04-17,86528213-X
5359 3863 1679 6571,2030-07-19,31457.983642776155,2022-07-19,65363558-X
3498 752962 04717,2030-02-05,40766.81863862066,2022-02-05,96247412-X
3780 449079 71768,2028-01-17,13450.88796195995,2020-01-17,39776953-5
4297 0362 0289 7862,2028-06-12,34749.67051426913,2020-06-12,64126264-2
4797 9931 9006 6584,2027-12-07,21007.180613826014,2019-12-07,96420217-2
3797 160022 03028,2028-10-10,35269.62183749829,2020-10-10,72346270-2
5329 5079 1139 5967,2028-05-30,7521.437778401897,2020-05-30,33164708-4
4165 7756 2031 2165,2027-04-14,44272.68863147573,2019-04-14,50162942-9
4447 8512 9638 0966,2030-01-07,4570.497554693049,2022-01-07,79080238-3
4630 6248 2574 5703,2028-07-23,34378.29780850644,2020-07-23,33164708-4
5356 6686 1576 5974,2030-04-05,41259.682541807204,2022-04-05,08675630-X
5314 1701 0735 5878,2030-04-30,44708.201845134136,2022-04-30,63303813-5
2553 3457 7756 9803,2029-09-06,43339.34392942661,2021-09-06,30197165-4
4732 5066 0642 2700,2029-10-28,15969.687292527951,2021-10-28,68481864-8
3485 834192 34402,2028-11-27,4793.662002247602,2020-11-27,87853321-3
3492 159780 81176,2029-10-07,16099.232495410382,2021-10-07,65555617-9
2655 4163 8175 7048,2029-05-12,23484.031318626992,2021-05-12,31726067-4
4180 1561 5916 8750,2030-09-09,21682.386022159244,2022-09-09,36255511-7
5311 4736 4501 5704,2029-10-18,28577.900518903916,2021-10-18,18545646-7
3410 058203 15221,2030-04-30,35881.57951246036,2022-04-30,31626053-3
3758 690874 48499,2028-09-30,39088.971594168186,2020-09-30,18492409-3
2632 0084 5052 3761,2028-09-05,5358.885454850586,2020-09-05,93335258-5
4868 8972 2777 0312,2029-01-30,35815.32342515746,2021-01-30,09115893-1
5274 9252 0805 8053,2027-09-13,21284.108016206817,2019-09-13,55651373-X
4330 6240 7992 0153,2027-12-22,47155.556938934045,2019-12-22,26967355-4
4229 1375 0281 5373,2029-01-31,22152.8766453318,2021-01-31,99957888-X
4413 5554 2920 8263,2029-10-20,7493.823360388723,2021-10-20,15837949-X
5534 9672 2157 5230,2029-11-07,4405.401490010456,2021-11-07,74625107-4
4541 1656 0929 0886,2029-07-02,1727.6364802792787,2021-07-02,76108615-8
5411 1042 6696 8272,2029-02-23,20583.898285558476,2021-02-23,71787277-X
3769 502915 29198,2027-05-02,31279.493081003893,2019-05-02,80209275-6
4550 2741 9138 6298,2030-01-23,8807.668521024616,2022-01-23,62611544-9
4026 7963 2310 5853,2027-03-15,34190.48319039202,2019-03-15,41597406-1
4959 7014 0354 5789,2027-10-06,39638.89044223477,2019-10-06,39945202-8
2544 5251 5447 9765,2029-05-30,29867.331308445788,2021-05-30,68905772-6
3470 893653 33918,2028-01-01,20317.241933779504,2020-01-01,66431559-7
2415 8687 8982 7834,2027-06-18,27128.12692104509,2019-06-18,31125469-2
3730 921705 34057,2027-11-01,19944.260948347866,2019-11-01,15553932-6
3477 328796 17017,2027-09-06,15204.130227510726,2019-09-06,77448096-8
4779 3211 5015 4657,2027-01-31,8421.681752632427,2019-01-31,52868594-1
4026 4178 9196 2936,2029-02-07,23455.383825308112,2021-02-07,62235968-X
4666 3618 1369 3127,2030-01-01,23355.789846301897,2022-01-01,92574521-X
4689 7912 6395 1018,2030-05-02,32520.411614560267,2022-05-02,13297637-5
3481 261943 83869,2030-09-10,31771.888396938313,2022-09-10,55225653-6
4714 0252 7310 2091,2030-07-01,46868.99308864549,2022-07-01,10384911-5
3733 872730 06049,2030-01-05,1943.9931908216226,2022-01-05,83552015-9
2548 0320 1914 4110,2029-02-01,48802.83705709265,2021-02-01,76051803-X
3747 844227 21313,2030-08-24,8316.03498848042,2022-08-24,64451523-X
3736 386658 81161,2029-01-21,41093.71045008967,2021-01-21,10919653-8
3423 982051 10609,2029-12-18,30421.96193779986,2021-12-18,61873882-4
5174 8864 5845 4528,2029-04-14,38529.497072766426,2021-04-14,01593631-7
3478 665668 70685,2030-06-07,12058.06929635778,2022-06-07,21569055-6
5289 4626 2496 8270,2028-04-25,32510.6914998578,2020-04-25,91327379-X
4179 1416 0136 2329,2028-09-30,22635.57385692916,2020-09-30,70774661-5
5187 8839 0179 1973,2030-02-25,27771.082236282553,2022-02-25,80821487-5
4631 1852 8937 7515,2028-08-28,28459.966312725577,2020-08-28,33104155-6
3423 872477 09072,2029-07-19,29579.322395812953,2021-07-19,27329649-2
3700 230197 24479,2027-03-01,42409.61028659649,2019-03-01,22589376-2
4115 8729 6540 2775,2028-10-10,24012.104566082326,2020-10-10,22822122-4
4183 0989 5552 9487,2028-09-27,3996.628901677351,2020-09-27,89732135-5
4110 7485 0725 0663,2028-01-01,7364.1517545521865,2020-01-01,55976015-5
5322 5061 2211 1855,2029-02-23,41830.110863254056,2021-02-23,47243612-9
4042 7062 9593 8215,2030-08-23,21424.476554667588,2022-08-23,44163739-3
4106 5323 9061 0266,2027-01-07,24049.43858542161,2019-01-07,15952333-2
4638 0722 5680 7398,2030-04-27,39555.9839232814,2022-04-27,03121947-5
3419 049307 54750,2028-07-12,35201.65643139555,2020-07-12,63682873-4
4229 0305 2222 7440,2030-06-22,13394.166313473195,2022-06-22,63566121-X
4411 2215 8367 4376,2029-09-08,8231.065129813695,2021-09-08,71668534-9
2293 1557 6782 8498,2028-10-01,49199.69888489755,2020-10-01,44874987-9
4512 3431 5880 7187,2030-08-03,15319.552362881112,2022-08-03,78856021-3
4639 9431 0250 8324,2029-06-02,16349.41705518485,2021-06-02,79237399-5
4664 0179 7566 1904,2030-10-12,16222.390424254103,2022-10-12,56900044-7
3714 604936 07391,2030-05-24,21699.054605100137,2022-05-24,48943736-6
3482 588781 82893,2028-03-06,7073.234063733128,2020-03-06,36946594-X
3709 029067 85034,2027-05-26,10844.109721650439,2019-05-26,32976954-8
5436 6988 2536 5772,2027-04-13,48114.33050244359,2019-04-13,17460900-5
2538 2307 1796 2070,2028-12-25,36010.07991260452,2020-12-25,23879014-8
3419 629235 75582,2030-01-23,38817.83844535333,2022-01-23,68023811-9
3421 204133 05221,2030-11-30,28077.10574268349,2022-11-30,25486366-9
4934 9329 7120 2921,2029-09-27,29739.51535100376,2021-09-27,80668038-7
5598 8127 7551 1152,2027-12-09,4820.184777628985,2019-12-09,05785733-5
5547 4869 8714 6636,2030-05-07,15486.463807949558,2022-05-07,19863766-X
5585 1007 5851 2875,2030-04-24,31188.484667529945,2022-04-24,63473543-X
5556 3849 4655 8710,2030-06-29,11946.486608274638,2022-06-29,18181733-4
5138 5541 2742 9322,2028-11-25,15414.483332471113,2020-11-25,71787277-X
2360 8429 0331 4362,2028-05-30,3856.8788576492593,2020-05-30,83428060-2
5390 1540 6349 8150,2027-04-18,49221.180821428046,2019-04-18,71417859-2
4660 9816 8190 0589,2029-04-27,16089.292864171386,2021-04-27,10402198-1
4777 8774 6114 9282,2028-05-01,33929.765525153314,2020-05-01,55552257-1
3441 607778 69527,2030-12-14,32858.36988904554,2022-12-14,71325204-X
3706 220727 58124,2028-04-02,15951.620334887417,2020-04-02,91914780-7
5115 3038 3303 6857,2030-01-21,10304.754298109212,2022-01-21,79474876-X
